ASX Industrials Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:09 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
CBAN,5.634,.032,-,5.377,-,-,-,-,-,-,-,,  def,-,75.98,+77,74.50,76.11,76.05,72.50,-.90,76.26,72.50,
COM,56.000,32.794,38.458,.012,-,-,-.40,-,-,-,-,,ComOps,-,.02,-.3,.02,.021,.02,.02,-14.97,.03,.013,
CMP,461.329,26.966,5.881,.044,.05,5.30,1.20,22.1,-,-,-,,Compumedics,-,.265,+.5,.265,.29,.30,.265,+.00,.36,.087,
CPU,10289.5,337.426,254.191,5.874,-,-,35.95,29.4,31.00,1.16,2.94,p,Computershare,-,10.56,+21,10.45,10.61,10.67,10.17,+.11,13.56,9.05,
CXZ,312.580,23.421,2.400,.005,-,-,-8.65,-,-,-,-,,Connexion Media,-,.185,+3.5,.185,.19,.195,.16,+21.41,.32,.13,
CXZO,465.000,70.332,-,.003,-,-,-,-,-,-,-,,  opt feb17,-,.041,+1.3,.041,.045,.041,.031,+44.51,.11,.02,
CIE,33.000,.495,-,.071,-,-,-,-,-,-,-,,Contango Income,-,1.00,-2,1.00,1.02,1.00,.995,-3.88,1.02,.99,
CTN,481.503,36.581,43.148,.150,1.05,.89,-.46,-,3.70,-,3.96,p,Contango Microcap,-,.935,-.5,.935,.95,.96,.92,-2.45,1.13,.88,
CTD,1092.63,57.218,26.333,1.017,2.09,5.01,28.10,37.3,16.00,1.76,1.53,f,Corporate Travel,-,10.47,+22,10.40,10.58,10.58,10.18,+.22,13.09,7.054,
COO,302.703,40.203,20.110,.032,.04,3.13,1.80,6.9,1.10,1.64,8.80,p,Corum Grp,-,.125,-,.125,.13,.13,.125,-1.92,.18,.10,
CGC,5967.30,70.566,-,.702,-,-,-,-,-,-,-,,Costa Hldgs,-,2.20,+10,2.15,2.22,2.25,2.13,+2.84,2.27,1.77,
CUP,27.000,10.042,13.987,.117,.05,20.60,9.01,11.4,8.00,1.13,7.77,f,Countplus,-,1.03,-,1.02,1.03,1.03,1.03,-1.92,1.33,.92,
CYG,.878,5.051,5.833,.049,2.16,.60,-65.80,-,6.75,-,5.19,f,Coventry Grp,-,1.30,-10,1.30,1.39,1.40,1.30,-9.07,2.491,1.30,
CVO,10037.6,220.269,229.461,.728,-,-,8.10,28.3,7.30,1.11,3.19,f,Cover-More Grp,-,2.29,+1,2.28,2.29,2.33,2.25,-1.48,2.55,1.71,
CGO,15.960,1.833,5.024,.011,.12,2.50,-13.75,-,1.50,-,5.00,f,CPT Global,-,.30,-,.27,.30,.30,.30,-1.92,.76,.30,
CCP,915.958,22.895,15.350,.523,3.87,2.92,83.00,13.6,44.00,1.89,3.89,f,Credit Corp Grp,-,11.30,+14,11.23,11.50,11.45,11.04,-.67,13.61,8.70,
CMW,16325.5,894.142,670.261,1.701,.65,1.50,8.58,11.4,7.86,1.09,8.06,,Cromwell Property,-,.975,-1.5,.975,.985,1.00,.965,-3.44,1.20,.935,
CM8,794.092,94.431,18.558,.023,.02,13.25,-10.38,-,-,-,-,,Crowd Mobile,X,.265,-8.5,.265,.275,.35,.265,-26.21,.37,.006,
CWN,8244.74,359.202,315.614,7.932,4.40,2.48,52.86,20.6,37.00,1.43,3.40,p,Crown Resorts,-,10.89,+12,10.89,11.00,11.05,10.395,-.81,16.12,10.395,
CTE,-,1.674,1.854,.012,.07,3.57,.97,25.8,1.00,.97,4.00,,Cryosite,-,.25,-,.30,.34,.25,.25,-1.92,.44,.24,
CSV,1329.45,80.081,48.699,.485,.26,6.10,3.99,39.7,9.00,.44,5.68,,CSG,-,1.585,-1.5,1.54,1.60,1.615,1.525,-2.86,1.80,1.075,
CSL,3943.70,217.076,203.716,42.109,5.10,17.76,380.60,23.8,164.37,2.32,1.81,,CSL,-,90.57,+164,90.50,90.90,91.69,88.54,-.08,102.43,71.04,
CSR,12880.4,564.334,454.648,1.639,2.17,1.49,24.90,13.0,20.00,1.24,6.17,,CSR,-,3.24,+13,3.23,3.25,3.25,3.12,+2.26,4.43,2.91,
CLX,23.107,2.165,3.102,.078,.51,2.25,9.25,12.4,8.00,1.16,6.96,f,CTI Logistics,-,1.15,+1.5,1.15,1.22,1.20,1.135,-.60,1.80,1.08,
CV1,3306.38,5.652,-,.039,-,-,-,-,-,-,-,,CV Check,-,.43,+15.5,.425,.445,.43,.28,+54.44,.43,.20,
CVC,40.486,1.187,2.487,.179,1.55,.97,15.33,9.8,5.00,3.07,3.33,f,CVC,-,1.50,+3,1.50,1.54,1.50,1.455,+.12,1.58,1.221,
CYC,219.148,3.342,.724,.033,.11,5.00,5.73,9.6,.50,11.46,.91,f,Cyclopharm,-,.55,+5,.55,.56,.56,.50,+8.08,.70,.26,
CYP,712.884,97.586,14.987,.031,.07,6.14,-6.12,-,-,-,-,,Cynata Therapeutics,-,.43,-3,.425,.43,.48,.42,-8.44,1.44,.32,
DTL,523.843,27.119,45.962,.155,.16,6.28,6.89,14.6,6.30,1.09,6.27,f,Data#3,-,1.005,-5,1.005,1.01,1.07,.975,-6.66,1.07,.63,
DDT,947.618,262.966,424.523,.014,.01,1.90,-.12,-,-,-,-,,DataDot Tech,-,.019,-,.018,.019,.02,.019,-1.92,.037,.012,
DSX,2432.53,22.312,133.483,.008,.02,3.50,-4.24,-,-,-,-,,Decimal Software,-,.07,+1.1,.07,.079,.075,.059,+16.72,.20,.054,
DCG,1735.52,53.582,94.314,.161,1.49,.64,23.91,4.0,13.00,1.84,13.54,f,Decmil Grp,-,.96,-2,.94,.96,.99,.935,-3.96,1.875,.935,
DLC,-,23.927,71.552,.002,.02,.15,-.32,-,-,-,-,,Delecta,-,.003,-,.003,.004,.003,.003,-1.92,.007,.002,
DGH,-,3.767,3.682,.026,.74,.96,6.91,10.3,4.00,1.73,5.63,f,Desane Grp Hldgs,-,.71,-,.71,.74,.71,.71,-1.92,.904,.657,
DVN,104.651,16.840,26.056,.097,1.55,.39,2.57,23.7,-,-,-,,Devine,-,.61,-1,.61,.635,.63,.61,-3.54,1.115,.61,
DXS,20406.7,541.242,3451.12,7.048,6.68,1.09,67.58,10.7,41.04,1.65,5.65,,DEXUS Prop Grp,X,7.26,-10,7.26,7.30,7.43,7.21,-3.28,8.25,1.10,
DSH,7975.91,217.883,172.420,.310,.72,1.82,16.00,8.2,12.00,1.33,9.16,f,Dick Smith Hldgs,-,1.31,-9,1.305,1.34,1.43,1.31,-8.35,2.29,1.31,
DDR,81.905,12.033,10.192,.284,-.04,-,8.81,20.2,8.70,1.01,4.89,f,Dicker Data,-,1.78,-,1.76,1.78,1.80,1.755,-1.92,2.19,1.325,
DCC,641.365,148.160,214.973,.014,.03,4.50,-5.21,-,-,-,-,,Digital CC,-,.135,+1.5,.13,.135,.135,.115,+10.58,.325,.072,
DGX,2086.14,44.981,139.805,.007,-,-,-2.29,-,-,-,-,,Diploma Grp,-,.014,-.1,.014,.015,.015,.014,-8.59,.046,.011,
DM1,361.551,11.186,-,.017,-.07,-,-9.06,-,-,-,-,,Directmoney,-,.15,-,.12,.135,.15,.12,-1.92,.485,.12,
DVI,32830.3,691.698,90.974,.022,.01,3.10,-.02,-,-,-,-,,Disruptive Invest,-,.031,+.3,.03,.032,.031,.027,+8.79,.031,.008,
DVA,370.159,16.046,86.452,.032,-.05,-,-4.61,-,-,-,-,,Diversa,X,.55,+3,.56,.65,.55,.51,+3.85,.55,.368,
DUI,185.679,10.599,4.628,.697,3.50,.97,15.50,21.8,14.00,1.11,4.14,f,Diversified United Inv,-,3.38,+3,3.38,3.40,3.41,3.32,-1.03,3.80,3.16,
DJW,234.664,17.663,19.983,.918,3.18,1.32,21.47,19.6,26.00,.83,6.19,f,Djerriwarrh Invest,-,4.20,+3,4.18,4.20,4.35,4.14,-1.20,4.92,4.00,
DMY,1349.45,666.286,248.265,.004,-,-,-.03,-,-,-,-,,Dromana Estate,X,.021,-,.021,.022,.022,.02,-1.92,.036,.008,
DMP,785.384,42.643,35.640,3.490,-.54,-,74.20,54.1,51.80,1.43,1.29,f,Domino's Pizza,-,40.11,+150,39.26,40.18,40.41,37.65,+1.96,43.30,21.30,
DNA,10032.1,241.857,290.044,.536,.40,1.61,-.54,-,-,-,-,,Donaco Intl,-,.645,-5.5,.62,.655,.69,.63,-9.78,1.095,.535,
DVL,2.400,6.894,16.319,.022,5.00,.05,-11.75,-,-,-,-,,Dorsavi,-,.26,+.5,.26,.275,.26,.26,+.04,.438,.204,
DOW,10165.7,407.037,335.251,1.549,2.58,1.39,46.60,7.7,24.00,1.94,6.70,f,Downer EDI,-,3.58,+10,3.51,3.59,3.59,3.42,+.95,5.22,3.25,
DRG,15.000,9.956,8.185,.001,-,-,-.90,-,-,-,-,,Draig Res,-,.016,-.6,.016,.021,.022,.016,-29.20,.037,.011,
DTI,312.850,11.269,-,.018,.13,1.54,.14,142.9,-,-,-,,DTI Grp,-,.20,+2,.20,.21,.21,.175,+9.19,.495,.175,
DUB,260.817,56.831,6.602,.017,-,-,-11.20,-,-,-,-,,Dubber Corp,X,.375,+4.5,.375,.38,.375,.33,+11.71,.465,.027,
DUE,35154.6,1099.54,821.523,4.991,1.34,1.60,3.39,63.4,17.50,.19,8.14,,DUET Grp,-,2.15,-,2.15,2.17,2.18,2.13,-1.92,2.589,2.02,
DLX,8631.16,264.689,247.862,2.164,.25,22.24,24.70,22.5,21.50,1.15,3.87,f,DuluxGroup,-,5.56,+4,5.54,5.60,5.62,5.44,-1.20,6.88,5.11,
DWS,410.697,33.677,16.454,.132,.20,5.00,10.00,10.0,7.50,1.33,7.50,f,DWS,-,1.00,+6,.995,1.00,1.015,.94,+4.46,1.20,.53,
DYE,146.662,20.492,33.503,.076,.02,11.25,-2.70,-,-,-,-,,Dyesol,-,.225,-.5,.225,.23,.235,.225,-4.10,.29,.20,
EAL,212.200,11.091,25.225,.019,-.11,-,-18.33,-,2.75,-,19.64,f,E & A,-,.14,+1.5,.14,.15,.155,.11,+10.08,.565,.09,
EAS,5.132,2.430,1.230,.018,.17,3.85,4.14,15.8,-,-,-,,Easton Invest,-,.655,-4.5,.65,.68,.70,.655,-8.35,.77,.56,
EBT,90.568,2.807,7.469,.062,.01,354.00,51.11,6.9,14.00,3.65,3.95,p,eBet,-,3.54,+18,3.51,3.59,3.54,3.40,+3.43,4.176,3.10,
EBO,4.850,1.403,.421,1.513,.53,19.34,62.69,16.4,38.88,1.61,3.79,,EBOS Grp,-,10.25,+130,9.00,10.30,10.30,8.95,+12.60,10.30,8.00,
ECG,-,8.482,-,.018,-,-,-4.67,-,-,-,-,,Ecargo Hldgs,-,.19,-,.15,.19,.19,.19,-1.92,.415,.17,
EGP,12513.7,601.010,743.546,4.029,1.45,3.37,20.50,23.8,11.00,1.86,2.25,f,Echo Entertainment,-,4.88,+11,4.87,4.89,4.94,4.72,+.38,5.25,3.19,
ECO,617.590,50.179,50.847,.005,.01,.60,-2.73,-,-,-,-,,Echoice,-,.006,-.4,.006,.01,.01,.006,-41.92,.016,.006,
ECX,2745.01,60.923,-,.725,-,-,-,-,-,-,-,,Eclipx Grp,-,3.02,-3,2.96,3.05,3.10,2.93,-2.91,3.28,2.60,
ENN,198.725,10.759,13.195,.118,1.27,1.31,4.10,40.7,6.70,.61,4.01,,Elanor Investors,-,1.67,-1,1.67,1.70,1.725,1.67,-2.52,1.94,1.30,
ELD,2054.35,64.443,280.791,.338,1.04,3.88,47.30,8.5,-,-,-,,Elders,X,4.04,+18,4.03,4.12,4.14,3.85,+2.74,4.25,1.62,
EOS,124.699,12.898,6.281,.057,.01,100.00,-.64,-,-,-,-,,Electro Optic Sys,-,1.00,-4,1.00,1.02,1.05,.94,-5.77,1.50,.57,
EAI,274.461,.274,-,.119,-,-,-,-,-,-,-,,Ellerston Asian,-,.995,-,.985,.995,1.00,.98,-,1.00,.98,
EGI,34.350,7.555,-,.079,1.12,.94,10.62,9.9,1.00,10.62,.95,f,Ellerston Global,-,1.05,-1.5,1.05,1.10,1.065,1.04,-3.33,1.25,1.00,
EGIO,-,1.387,-,.005,-,-,-,-,-,-,-,,  opt apr18,-,.16,-,.145,.21,.16,.16,-1.92,.33,.14,
ELX,667.515,16.116,10.902,.040,.18,2.06,1.56,23.7,-,-,-,,Ellex Medical Lasers,-,.37,-.5,.365,.385,.385,.37,-3.26,.40,.23,
EMB,-,.015,.013,.015,5.96,1.19,71.00,10.0,34.00,2.09,4.79,f,Embelton,-,7.10,-20,6.06,-,7.10,6.90,-4.74,7.90,6.45,
EHL,6750.56,213.191,282.323,.036,.37,.16,-22.90,-,-,-,-,,Emeco Hldgs,-,.06,+.2,.058,.062,.062,.058,+1.53,.215,.058,
EML,621.536,35.816,44.147,.114,.06,10.33,1.82,34.1,-,-,-,,Emerchants,-,.62,+2,.615,.63,.625,.59,+1.41,.815,.445,
EMF,63.801,2.129,3.453,.163,1.90,1.01,46.50,4.1,6.00,7.75,3.14,,Emerging Markets MF,-,1.91,-,1.91,1.97,1.92,1.91,-1.92,2.13,1.62,
EPD,770.527,38.850,30.141,.096,.04,20.88,4.82,17.3,1.00,4.82,1.20,f,Empired,-,.835,+3,.835,.84,.84,.79,+1.80,.885,.58,
EOR,-,90.263,99.645,.003,-,-,-.08,-,-,-,-,,Enhanced Oil & Gas,-,.008,-,.007,.008,.008,.008,-1.92,.017,.008,
ENB,50.000,61.615,3.407,.009,.01,3.50,-.23,-,-,-,-,,Eneabba Gas,-,.035,+.2,.03,.034,.035,.033,+4.14,.045,.01,
EAX,14.307,5.014,6.923,.030,.02,57.00,-8.28,-,3.65,-,3.20,f,Energy Action,-,1.14,-1,1.14,1.17,1.17,1.14,-2.79,2.90,.90,
ENE,818.972,20.643,6.231,1.351,1.95,4.07,33.40,23.7,48.00,.70,6.05,p,Energy Devs,-,7.93,+1,7.90,7.93,7.93,7.91,-1.80,7.98,5.00,
EOL,-,.733,4.846,.006,.10,3.25,1.90,17.1,-,-,-,,Energy One,-,.325,-,.21,.44,.325,.325,-1.92,.50,.31,
EGY,162.000,10.042,2.897,.001,-,-,-.19,-,-,-,-,,Energy Tech,-,.005,+.2,.005,.008,.005,.003,+64.74,.008,.002,
EVE,5130.00,67.360,37.147,.005,-,-,-1.39,-,-,-,-,,Energy Ventures,-,.008,-.1,.006,.009,.009,.007,-13.03,.01,.002,
ERJ,764.836,299.142,112.732,.015,.01,2.80,-2.07,-,-,-,-,,Enerji,-,.028,-.2,.028,.029,.03,.024,-8.59,.087,.005,
ERJO,-,.011,.553,-,-,-,-,-,-,-,-,,  opt dec16,-,.001,-,-,-,.001,.001,-1.92,.001,.001,
EGG,1098.29,11.046,33.608,.058,.38,1.79,-3.40,-,-,-,-,,Enero Grp,-,.68,-2,.68,.71,.75,.68,-4.78,1.20,.65,
EGN,225.000,3.665,3.615,.025,.16,.50,-8.88,-,-,-,-,,Engenco,-,.08,-2,.08,.095,.10,.08,-21.92,.14,.08,
E88,3283.19,190.024,261.407,.105,-,-,-22.64,-,-,-,-,,Ensogo,-,.14,+3,.125,.14,.14,.115,+25.35,.275,.074,
ESI,8934.61,1177.87,676.941,.040,-,-,-.16,-,-,-,-,,ENV Clean Tech,-,.016,+.1,.016,.017,.017,.015,+4.74,.028,.006,
ESIOA,5237.20,418.999,83.987,.014,-,-,-,-,-,-,-,,  opt jul17,-,.011,-,.011,.013,.011,.011,-1.92,.019,.003,
ESIOB,2232.33,478.793,100.292,.007,-,-,-,-,-,-,-,,  opt jul17,-,.008,-.1,.008,.01,.01,.008,-13.03,.016,.003,
ERR,-,2.456,-,.002,.15,2.00,-51.80,-,-,-,-,,Enverro,-,.30,-,.20,.34,.30,.30,-1.92,1.00,.28,
EVM,308.000,30.629,22.105,.052,-,-,-.29,-,-,-,-,,EnviroMission,-,.095,+.4,.091,.095,.095,.09,+2.47,.17,.036,
EGL,37.500,3.674,2.039,.002,-,-,.21,5.2,-,-,-,,Environment Grp,-,.011,-.5,.011,.018,.016,.011,-33.17,.029,.011,
EPA,-,71.335,251.451,.004,-,-,-.05,-,-,-,-,,Ephraim Res,-,.005,-,.003,.005,.005,.005,-1.92,.012,.001,
EQT,53.316,3.057,6.508,.429,2.44,8.89,87.80,24.7,94.00,.93,4.33,f,Equity Trustees,-,21.70,-155,21.70,22.45,23.44,21.70,-8.59,24.96,16.80,
ERI,1420.52,387.194,152.071,.009,-,-,-1.34,-,-,-,-,,Erin Res,-,.018,-,.018,.019,.02,.018,-1.92,.033,.003,
EPW,1663.28,80.142,100.291,.518,1.14,1.86,27.35,7.8,12.00,2.28,5.66,p,ERM Power,-,2.12,-5,2.10,2.13,2.16,2.09,-4.23,2.61,1.51,
ESV,28.800,28.482,44.531,.069,.16,1.63,-5.50,-,-,-,-,,eServGlobal,-,.26,+1,.26,.31,.26,.245,+2.08,.77,.24,
EHE,3551.62,146.819,-,1.219,-.54,-,-16.00,-,13.60,-,2.02,f,Estia Health,-,6.74,-10,6.66,6.75,6.94,6.66,-3.38,6.98,4.25,
ETPAGR,-,.012,.017,-,-,-,-,-,-,-,-,,ETFS Agriculture,-,7.25,-,7.25,7.30,7.25,7.25,-1.92,8.15,6.67,
ETPCMD,-,.002,.003,-,-,-,-,-,-,-,-,,ETFS All Commodities,-,13.23,-,12.54,12.60,13.23,13.23,-1.92,13.94,12.93,
ETPOIL,-,.043,-,.001,-,-,-,-,-,-,-,,ETFS Brent Crude Oil,-,38.75,-,37.84,38.10,38.75,38.75,-1.92,75.18,34.27,
ETPCOP,-,-,.014,-,-,-,-,-,-,-,-,,ETFS Copper,-,35.01,-,33.93,34.19,35.01,35.01,-1.92,36.00,34.48,
ETPCRN,-,.007,.017,-,-,-,-,-,-,-,-,,ETFS Corn,-,1.81,-,1.64,1.65,1.81,1.81,-1.92,1.955,1.51,
ETPNRG,-,.003,-,-,-,-,-,-,-,-,-,,ETFS Energy,-,7.70,-,6.56,6.61,7.70,7.70,-1.92,10.44,6.75,
ETPGRN,-,.009,.147,-,-,-,-,-,-,-,-,,ETFS Grains,-,6.32,-,5.83,5.87,6.32,6.32,-1.92,6.57,5.23,
ETPIND,-,-,-,-,-,-,-,-,-,-,-,,ETFS Industrial Metals,-,13.47,-,13.94,14.05,13.47,13.47,-1.92,14.52,13.47,
ETPGAS,-,.933,6.685,-,-,-,-,-,-,-,-,,ETFS Natural Gas,-,.097,-,.094,.096,.097,.097,-1.92,.135,.09,
ETPMPD,-,.004,.024,-,-,-,-,-,-,-,-,,ETFS Physical Palladium,-,78.90,-,80.85,81.50,78.90,78.90,-1.92,103.60,78.89,
ETPMPT,.040,.006,.006,.003,-,-,-,-,-,-,-,,ETFS Physical Platinum,-,130.00,-838,130.46,131.21,138.38,130.00,-7.98,155.98,124.90,
ETPMPM,.321,.010,.009,.004,-,-,-,-,-,-,-,,ETFS Physical PM Bskt,-,112.34,-488,114.35,115.29,117.22,112.34,-6.09,124.54,103.31,
ETPMAG,15.025,.870,.783,.046,-,-,-,-,-,-,-,,ETFS Physical Silver,-,20.34,+33,20.09,20.30,20.45,19.28,-.27,25.01,16.96,
ETPWHT,.500,.152,.149,-,-,-,-,-,-,-,-,,ETFS Wheat,-,1.39,+7.5,1.32,1.33,1.39,1.315,+3.78,1.59,1.10,
EPX,149.860,7.646,25.565,.114,.55,3.00,3.20,51.6,13.00,.25,7.88,p,Ethane Pipeline,-,1.65,-1,1.65,1.695,1.695,1.64,-2.53,1.895,1.05,
ESK,-,.523,.549,.021,-.29,-,-12.02,-,-,-,-,,Etherstack,-,.65,-,-,.66,.65,.65,-1.92,.72,.30,
ETSMMM,-,-,-,.279,-,-,-,-,-,-,-,,ETS 3M,-,279.06,-,198.33,-,277.956,277.956,-1.92,279.06,110.412,
ETSAPL,-,-,.006,.146,-,-,-,-,-,-,-,,ETS Apple,-,145.83,-,158.02,-,145.83,145.83,-1.92,167.53,108.70,
ETSBAC,-,-,.006,.021,-,-,-,-,-,-,-,,ETS Bank of America,-,20.76,-,22.00,-,20.703,20.703,-1.92,21.60,18.27,
ETSBRK,-,-,-,.189,-,-,-,-,-,-,-,,ETS Berks Hathaway,-,188.82,-,182.36,-,188.82,188.82,-1.92,188.82,138.06,
ETSBOE,-,-,-,.187,-,-,-,-,-,-,-,,ETS Boeing,-,187.10,-,190.66,-,187.10,187.10,-1.92,187.10,121.758,
ETSCAT,-,-,-,.154,-,-,-,-,-,-,-,,ETS Caterpillar,-,154.12,-,102.73,-,152.927,152.927,-1.92,154.12,110.158,
ETSCVX,-,-,-,.140,-,-,-,-,-,-,-,,ETS Chevron,-,139.52,-,110.18,-,138.334,138.334,-1.92,139.52,127.816,
ETSCSC,-,-,-,.037,-,-,-,-,-,-,-,,ETS Cisco Systems,-,37.36,-,35.90,-,37.244,37.244,-1.92,37.36,27.270,
ETSCIT,-,-,-,.064,-,-,-,-,-,-,-,,ETS Citigroup,-,63.59,-,71.64,-,63.529,63.529,-1.92,63.59,53.575,
ETSXOM,-,-,-,.167,-,-,-,-,-,-,-,,ETS Exxon Mobil,-,167.07,-,103.29,-,165.879,165.879,-1.92,167.07,108.355,
ETSGEL,-,-,.001,.031,-,-,-,-,-,-,-,,ETS General Electric,-,31.22,-,35.16,-,30.975,30.975,-1.92,31.22,27.57,
ETSHDP,-,-,-,.143,-,-,-,-,-,-,-,,ETS Home Depot,-,143.12,-,163.60,-,142.128,142.128,-1.92,143.12,56.592,
ETSIBM,-,-,-,.377,-,-,-,-,-,-,-,,ETS IBM,-,377.36,-,205.52,-,375.329,375.329,-1.92,377.36,204.562,
ETSINT,-,-,-,.044,-,-,-,-,-,-,-,,ETS Intel,-,43.74,-,41.20,-,43.343,43.343,-1.92,43.74,25.868,
ETSJNJ,-,-,-,.187,-,-,-,-,-,-,-,,ETS Johnson&Johnson,-,186.55,-,131.59,-,185.773,185.773,-1.92,186.55,110.29,
ETSJPM,-,-,-,.106,-,-,-,-,-,-,-,,ETS JPMorgan Chase,-,106.40,-,86.90,-,105.734,105.734,-1.92,106.40,54.079,
ETSMCD,-,-,-,.123,-,-,-,-,-,-,-,,ETS McDonalds,-,122.58,-,135.71,-,121.633,121.633,-1.92,125.50,103.106,
ETSMRK,-,-,-,.121,-,-,-,-,-,-,-,,ETS Merck & Co,-,120.65,-,74.87,-,120.160,120.160,-1.92,120.65,34.50,
ETSMSF,-,-,-,.059,-,-,-,-,-,-,-,,ETS Microsoft,-,59.33,-,61.38,-,59.152,59.152,-1.92,59.33,47.352,
ETSMDZ,-,-,-,.057,-,-,-,-,-,-,-,,ETS Mondelez Intl,-,56.71,-,60.64,-,56.467,56.467,-1.92,56.71,39.839,
ETSORC,-,-,-,.060,-,-,-,-,-,-,-,,ETS Oracle,-,60.26,-,50.96,-,60.033,60.033,-1.92,60.26,34.793,
ETSPFE,-,-,-,.045,-,-,-,-,-,-,-,,ETS Pfizer,-,45.19,-,46.45,-,45.19,45.19,-1.92,45.19,31.012,
ETSPGB,-,-,-,.128,-,-,-,-,-,-,-,,ETS Procter & Gamble,-,128.16,-,97.45,-,127.091,127.091,-1.92,128.16,81.892,
ETSWMT,-,-,-,.101,-,-,-,-,-,-,-,,ETS Wal-Mart,-,100.94,-,89.42,-,100.123,100.123,-1.92,101.66,79.983,
ETSDIS,-,-,-,.138,-,-,-,-,-,-,-,,ETS Walt Disney,-,138.00,-,144.55,-,137.636,137.636,-1.92,138.00,33.908,
EBG,74.000,8.453,9.904,.022,.09,.73,.70,9.4,.50,1.40,7.58,f,Eumundi Grp,-,.066,+.1,.066,.07,.066,.065,-.38,.07,.045,
EGH,934.762,74.879,5.450,.093,.14,3.54,2.24,22.1,-,-,-,,Eureka Gold Hldgs,-,.495,+1.5,.49,.495,.495,.47,+1.20,.57,.155,
EZL,16.953,9.197,27.215,.138,.73,1.18,-4.66,-,5.00,-,5.81,f,Euroz,-,.86,+2,.86,.885,.885,.845,+.46,1.24,.805,
EVO,1522.85,19.636,-,.124,-,-,-,-,-,-,-,,Evolve Edu Grp,-,.70,-10,.70,.85,.80,.70,-14.42,1.10,.70,
EVZ,-,8.101,10.584,.002,-.02,-,-4.99,-,-,-,-,,EVZ,-,.01,-,.009,.014,.01,.01,-1.92,.04,.01,
EZA,-,1.958,.973,.007,.16,.75,10.69,1.1,-,-,-,,EZA Corp,-,.12,-,.11,.125,.12,.12,-1.92,.135,.10,
FXJ,48511.2,2475.12,2143.09,2.118,.23,3.80,3.50,25.0,4.00,.88,4.57,p,Fairfax Media,-,.875,+1.5,.87,.88,.89,.852,-.18,1.11,.725,
FAN,24.863,7.147,6.229,.233,.99,2.28,12.79,17.7,11.00,1.16,4.87,f,Fantastic Hldgs,-,2.26,-4,2.26,2.35,2.34,2.22,-3.66,2.43,1.54,
FRM,51.378,5.218,1.950,.029,.53,.99,9.16,5.7,-,-,-,,Farm Pride Foods,-,.525,-7.5,.525,.58,.60,.525,-14.42,.65,.18,
FFG,414.269,28.326,39.857,.013,-,-,-5.25,-,-,-,-,,Fatfish Internet Grp,-,.12,-,.13,.13,.14,.11,-1.92,.315,.105,
FFGO,335.000,198.618,-,-,-,-,-,-,-,-,-,,  opt jul16,-,.003,-,.002,.004,.003,.003,-1.92,.05,.003,
FDC,92278.2,1968.63,935.629,10.530,2.45,1.09,25.56,10.4,16.90,1.51,6.35,,Federation Cntres,X,2.66,-3,2.65,2.69,2.73,2.61,-3.04,3.19,2.49,
FFI,.152,.315,.265,.034,3.11,1.12,22.70,15.3,19.00,1.19,5.48,f,FFI Hldgs,-,3.47,+2,3.35,3.47,3.47,3.34,-1.34,4.21,3.34,
FID,34.620,2.206,-,.057,-,-,-,-,-,-,-,f,Fiducian Grp,-,1.85,-3,1.85,1.88,1.89,1.845,-3.52,1.91,1.665,
FRI,222.599,17.619,20.895,.261,1.04,1.10,11.46,9.9,10.00,1.15,8.77,f,Finbar Grp,-,1.14,+1,1.135,1.175,1.165,1.13,-1.04,1.515,1.10,
FGF,.040,39.817,-,.003,-,-,-.05,-,-,-,-,,First Growth Funds,-,.007,-,.007,.099,.007,.007,-1.92,.20,.004,
FGFO,.120,13.075,-,-,-,-,-,-,-,-,-,,  opt feb16,-,.001,-,.001,-,.001,.001,-1.92,.003,.001,
FPH,1082.41,59.471,9.756,3.803,.78,8.69,20.01,33.9,12.46,1.61,1.84,,Fisher & Paykel Hlth,-,6.78,-5,6.76,6.94,6.89,6.61,-2.65,6.98,4.55,
FSI,51.460,3.279,1.642,.034,1.66,.82,4.20,32.4,7.25,.58,5.33,f,Flagship Invest,-,1.36,-1,1.38,1.40,1.37,1.36,-2.65,1.63,1.36,
FGI,60.000,31.461,.252,.004,.08,.63,-.86,-,-,-,-,,Flat Glass Ind,-,.05,-,.055,.078,.05,.05,-1.92,.056,.035,
FWD,1333.82,20.554,28.170,.092,2.41,.62,.30,500.0,2.00,.15,1.33,f,Fleetwood Corp,-,1.50,+4,1.455,1.575,1.62,1.445,+.82,2.20,1.10,
FBU,4766.97,185.600,145.359,4.532,2.55,2.58,34.71,19.0,31.99,1.09,4.86,,Fletcher Bldg,-,6.58,+4,6.25,7.00,6.65,6.45,-1.31,8.70,6.24,
FXL,3905.65,214.600,173.730,.769,.71,3.56,27.20,9.3,17.75,1.53,7.02,f,FlexiGroup,-,2.53,+2,2.53,2.63,2.60,2.44,-1.13,3.77,2.36,
